Name,Age (that year),Nationality,Position,Market Value,Season,League,Team
Rodrigo Ribeiro,"Apr 28, 2005 (17)",Portugal,Centre-Forward,€1.00m,2021,Portuguese First Division,Sporting CP
Odysseas Vlachodimos,"Apr 26, 1994 (28)","Greece""",Goalkeeper,€15.00m,2021,Portuguese First Division,Benfica
Helton Leite,"Nov 2, 1990 (31)","Brazil""",Goalkeeper,€3.00m,2021,Portuguese First Division,Benfica
Mile Svilar,"Aug 27, 1999 (22)","Serbia""",Goalkeeper,€2.00m,2021,Portuguese First Division,Benfica
Leo Kokubo,"Jan 23, 2001 (21)",Japan,Goalkeeper,€125k,2021,Portuguese First Division,Benfica
Lucas Veríssimo,"Jul 2, 1995 (26)",Brazil,Centre-Back,€10.00m,2021,Portuguese First Division,Benfica
Morato,"Jun 30, 2001 (21)",Brazil,Centre-Back,€10.00m,2021,Portuguese First Division,Benfica
Nicolás Otamendi,"Feb 12, 1988 (34)",Argentina,Centre-Back,€3.50m,2021,Portuguese First Division,Benfica
Ferro,"Mar 26, 1997 (25)",Portugal,Centre-Back,€3.50m,2021,Portuguese First Division,Benfica
Jan Vertonghen,"Apr 24, 1987 (35)",Belgium,Centre-Back,€2.00m,2021,Portuguese First Division,Benfica
Tomás Araújo,"May 16, 2002 (20)",Portugal,Centre-Back,€2.00m,2021,Portuguese First Division,Benfica
Pedro Álvaro,"Mar 2, 2000 (22)",Portugal,Centre-Back,€300k,2021,Portuguese First Division,Benfica
Alejandro Grimaldo,"Sep 20, 1995 (26)",Spain,Left-Back,€20.00m,2021,Portuguese First Division,Benfica
Sandro Cruz,"May 12, 2001 (21)","Portugal""",Left-Back,€650k,2021,Portuguese First Division,Benfica
Gilberto,"Mar 7, 1993 (29)",Brazil,Right-Back,€5.00m,2021,Portuguese First Division,Benfica
André Almeida,"Sep 10, 1990 (31)",Portugal,Right-Back,€1.50m,2021,Portuguese First Division,Benfica
Julian Weigl,"Sep 8, 1995 (26)",Germany,Defensive Midfield,€22.00m,2021,Portuguese First Division,Benfica
Florentino,"Aug 19, 1999 (22)","Portugal""",Defensive Midfield,€5.00m,2021,Portuguese First Division,Benfica
Rafael Brito,"Jan 19, 2002 (20)",Portugal,Defensive Midfield,€850k,2021,Portuguese First Division,Benfica
João Mário,"Jan 19, 1993 (29)","Portugal""",Central Midfield,€10.00m,2021,Portuguese First Division,Benfica
Gedson Fernandes,"Jan 9, 1999 (23)","Portugal""",Central Midfield,€6.50m,2021,Portuguese First Division,Benfica
Soualiho Meïté,"Mar 17, 1994 (28)","France""",Central Midfield,€5.00m,2021,Portuguese First Division,Benfica
Diogo Gonçalves,"Feb 6, 1997 (25)",Portugal,Central Midfield,€5.00m,2021,Portuguese First Division,Benfica
Paulo Bernardo,"Jan 24, 2002 (20)",Portugal,Central Midfield,€5.00m,2021,Portuguese First Division,Benfica
Adel Taarabt,"May 24, 1989 (33)","Morocco""",Central Midfield,€2.50m,2021,Portuguese First Division,Benfica
Martim Neto,"Jan 14, 2003 (19)",Portugal,Central Midfield,€1.50m,2021,Portuguese First Division,Benfica
Valentino Lazaro,"Mar 24, 1996 (26)",Austria,Right Midfield,€6.00m,2021,Portuguese First Division,Benfica
Gil Dias,"Sep 28, 1996 (25)",Portugal,Left Midfield,€3.00m,2021,Portuguese First Division,Benfica
Pizzi,"Oct 6, 1989 (32)",Portugal,Attacking Midfield,€4.00m,2021,Portuguese First Division,Benfica
Rafa,"May 17, 1993 (29)",Portugal,Left Winger,€20.00m,2021,Portuguese First Division,Benfica
Everton,"Mar 22, 1996 (26)",Brazil,Left Winger,€15.00m,2021,Portuguese First Division,Benfica
Nemanja Radonjić,"Feb 15, 1996 (26)",Serbia,Left Winger,€4.00m,2021,Portuguese First Division,Benfica
Diego Moreira,"Aug 6, 2004 (17)","Portugal""",Left Winger,€750k,2021,Portuguese First Division,Benfica
Tiago Gouveia,"Jun 18, 2001 (21)",Portugal,Right Winger,€1.50m,2021,Portuguese First Division,Benfica
Darwin Núñez,"Jun 24, 1999 (23)",Uruguay,Centre-Forward,€55.00m,2021,Portuguese First Division,Benfica
Roman Yaremchuk,"Nov 27, 1995 (26)",Ukraine,Centre-Forward,€15.00m,2021,Portuguese First Division,Benfica
Gonçalo Ramos,"Jun 20, 2001 (21)",Portugal,Centre-Forward,€14.00m,2021,Portuguese First Division,Benfica
Haris Seferovic,"Feb 22, 1992 (30)","Switzerland""",Centre-Forward,€8.00m,2021,Portuguese First Division,Benfica
Carlos Vinícius,"Mar 25, 1995 (27)",Brazil,Centre-Forward,€8.00m,2021,Portuguese First Division,Benfica
Luca Waldschmidt,"May 19, 1996 (26)",Germany,Centre-Forward,€7.00m,2021,Portuguese First Division,Benfica
Henrique Araújo,"Jan 19, 2002 (20)",Portugal,Centre-Forward,€5.00m,2021,Portuguese First Division,Benfica
Rodrigo Pinho,"May 30, 1991 (31)","Brazil""",Centre-Forward,€2.00m,2021,Portuguese First Division,Benfica
Matheus,"Mar 29, 1992 (30)","Brazil""",Goalkeeper,€6.00m,2021,Portuguese First Division,Braga
Lukas Hornicek,"Jul 13, 2002 (19)",Czech Republic,Goalkeeper,€2.00m,2021,Portuguese First Division,Braga
Tiago Sá,"Jan 11, 1995 (27)",Portugal,Goalkeeper,€800k,2021,Portuguese First Division,Braga
Bernardo,"Jul 23, 2002 (19)","Brazil""",Goalkeeper,-,2021,Portuguese First Division,Braga
David Carmo,"Jul 19, 1999 (22)",Portugal,Centre-Back,€15.00m,2021,Portuguese First Division,Braga
Diogo Leite,"Jan 23, 1999 (23)",Portugal,Centre-Back,€7.00m,2021,Portuguese First Division,Braga
Paulo Oliveira,"Jan 8, 1992 (30)",Portugal,Centre-Back,€4.00m,2021,Portuguese First Division,Braga
Vítor Tormena,"Jan 4, 1996 (26)",Brazil,Centre-Back,€3.00m,2021,Portuguese First Division,Braga
Bruno Rodrigues,"Jun 8, 2001 (21)",Portugal,Centre-Back,€2.00m,2021,Portuguese First Division,Braga
Raúl Silva,"Nov 4, 1989 (32)",Brazil,Centre-Back,€1.00m,2021,Portuguese First Division,Braga
Rolando,"Aug 31, 1985 (36)","Portugal""",Centre-Back,€200k,2021,Portuguese First Division,Braga
Guilherme,"Feb 8, 2001 (21)",Portugal,Centre-Back,-,2021,Portuguese First Division,Braga
Francisco Moura,"Aug 16, 1999 (22)",Portugal,Left-Back,€4.00m,2021,Portuguese First Division,Braga
Sequeira,"Aug 19, 1990 (31)",Portugal,Left-Back,€2.50m,2021,Portuguese First Division,Braga
Leonardo Buta,"Jun 5, 2002 (20)","Portugal""",Left-Back,€450k,2021,Portuguese First Division,Braga
Yan Couto,"Jun 3, 2002 (20)","Brazil""",Right-Back,€5.00m,2021,Portuguese First Division,Braga
Fabiano,"Mar 14, 2000 (22)",Brazil,Right-Back,€2.50m,2021,Portuguese First Division,Braga
Tiago Esgaio,"Aug 1, 1995 (26)",Portugal,Right-Back,€500k,2021,Portuguese First Division,Braga
André Ferreira,"Apr 8, 2003 (19)",Portugal,Right-Back,€275k,2021,Portuguese First Division,Braga
Dinis Pinto,"Aug 24, 2000 (21)",Portugal,Right-Back,-,2021,Portuguese First Division,Braga
Al-Musrati,"Apr 6, 1996 (26)",Libya,Defensive Midfield,€12.00m,2021,Portuguese First Division,Braga
Lucas Mineiro,"Feb 24, 1996 (26)",Brazil,Defensive Midfield,€2.00m,2021,Portuguese First Division,Braga
David Veiga,"Feb 10, 2000 (22)",Portugal,Defensive Midfield,€150k,2021,Portuguese First Division,Braga
André Horta,"Nov 7, 1996 (25)",Portugal,Central Midfield,€5.00m,2021,Portuguese First Division,Braga
Chiquinho,"Jul 19, 1995 (26)",Portugal,Central Midfield,€4.50m,2021,Portuguese First Division,Braga
João Novais,"Jul 10, 1993 (28)",Portugal,Central Midfield,€3.00m,2021,Portuguese First Division,Braga
Fransérgio,"Oct 18, 1990 (31)","Brazil""",Central Midfield,€2.50m,2021,Portuguese First Division,Braga
Schürrle,"Aug 17, 2001 (20)",Portugal,Central Midfield,€500k,2021,Portuguese First Division,Braga
Gorby,"Jul 25, 2002 (19)","France""",Central Midfield,€500k,2021,Portuguese First Division,Braga
Castro,"Apr 2, 1988 (34)",Portugal,Central Midfield,€500k,2021,Portuguese First Division,Braga
Lucas Piazón,"Jan 20, 1994 (28)","Brazil""",Attacking Midfield,€3.50m,2021,Portuguese First Division,Braga
Berna,"Aug 16, 2002 (19)",Portugal,Attacking Midfield,€400k,2021,Portuguese First Division,Braga
Ricardo Horta,"Sep 15, 1994 (27)",Portugal,Left Winger,€20.00m,2021,Portuguese First Division,Braga
Galeno,"Oct 22, 1997 (24)","Brazil""",Left Winger,€12.00m,2021,Portuguese First Division,Braga
Fábio Martins,"Jul 24, 1993 (28)","Portugal""",Left Winger,€4.80m,2021,Portuguese First Division,Braga
Roger,"Nov 21, 2005 (16)","Portugal""",Left Winger,€4.00m,2021,Portuguese First Division,Braga
Iuri Medeiros,"Jul 10, 1994 (27)",Portugal,Right Winger,€6.00m,2021,Portuguese First Division,Braga
Rodrigo Gomes,"Jul 7, 2003 (18)",Portugal,Right Winger,€3.00m,2021,Portuguese First Division,Braga
Hernâni,"Apr 3, 2001 (21)","Portugal""",Right Winger,€500k,2021,Portuguese First Division,Braga
Kobamelo Kodisang,"Aug 28, 1999 (22)",South Africa,Right Winger,€300k,2021,Portuguese First Division,Braga
Abel Ruiz,"Jan 28, 2000 (22)",Spain,Centre-Forward,€7.00m,2021,Portuguese First Division,Braga
Vitinha,"Mar 15, 2000 (22)",Portugal,Centre-Forward,€6.00m,2021,Portuguese First Division,Braga
Mario González,"Feb 25, 1996 (26)",Spain,Centre-Forward,€3.00m,2021,Portuguese First Division,Braga
Rui Fonte,"Apr 23, 1990 (32)",Portugal,Centre-Forward,€1.00m,2021,Portuguese First Division,Braga
Miguel Falé,"Jan 28, 2004 (18)",Portugal,Centre-Forward,€500k,2021,Portuguese First Division,Braga
Edu,"Jan 14, 2001 (21)",Portugal,Centre-Forward,€150k,2021,Portuguese First Division,Braga
Stanislav Kritsyuk,"Dec 1, 1990 (31)",Russia,Goalkeeper,€1.50m,2021,Portuguese First Division,Gil Vicente
Ziga Frelih,"Feb 6, 1998 (24)",Slovenia,Goalkeeper,€800k,2021,Portuguese First Division,Gil Vicente
Andrew,"Jul 1, 2001 (20)",Brazil,Goalkeeper,€400k,2021,Portuguese First Division,Gil Vicente
Brian Araújo,"Apr 29, 2000 (22)","Portugal""",Goalkeeper,€200k,2021,Portuguese First Division,Gil Vicente
Lucas Cunha,"Jan 23, 1997 (25)","Brazil""",Centre-Back,€2.50m,2021,Portuguese First Division,Gil Vicente
Iago Maidana,"Feb 6, 1996 (26)",Brazil,Centre-Back,€1.00m,2021,Portuguese First Division,Gil Vicente
Emmanuel Hackman,"May 14, 1995 (27)","Togo""",Centre-Back,€500k,2021,Portuguese First Division,Gil Vicente
Diogo Silva,"Jan 11, 1995 (27)",Brazil,Centre-Back,€200k,2021,Portuguese First Division,Gil Vicente
Guilherme,"Jun 12, 2001 (21)",Brazil,Centre-Back,€200k,2021,Portuguese First Division,Gil Vicente
Rúben Fernandes,"May 6, 1986 (36)",Portugal,Centre-Back,€100k,2021,Portuguese First Division,Gil Vicente
Talocha,"Aug 30, 1989 (32)",Portugal,Left-Back,€300k,2021,Portuguese First Division,Gil Vicente
Henrique Gomes,"Nov 30, 1995 (26)",Portugal,Left-Back,€300k,2021,Portuguese First Division,Gil Vicente
Zé Carlos,"Jul 31, 1998 (23)",Portugal,Right-Back,€1.50m,2021,Portuguese First Division,Gil Vicente
Vitor Carvalho,"May 27, 1997 (25)",Brazil,Defensive Midfield,€1.50m,2021,Portuguese First Division,Gil Vicente
João Afonso,"Feb 9, 1995 (27)",Brazil,Defensive Midfield,€400k,2021,Portuguese First Division,Gil Vicente
Jean,"Sep 26, 1994 (27)",Brazil,Defensive Midfield,€400k,2021,Portuguese First Division,Gil Vicente
Pedrinho,"Dec 20, 1992 (29)",Portugal,Central Midfield,€1.50m,2021,Portuguese First Division,Gil Vicente
Giorgi Aburjania,"Jan 2, 1995 (27)",Georgia,Central Midfield,€500k,2021,Portuguese First Division,Gil Vicente
Matheus Bueno,"Jul 30, 1998 (23)",Brazil,Central Midfield,€500k,2021,Portuguese First Division,Gil Vicente
Kanya Fujimoto,"Jul 1, 1999 (22)",Japan,Attacking Midfield,€2.00m,2021,Portuguese First Division,Gil Vicente
João Caiado,"Apr 20, 1999 (23)",Portugal,Attacking Midfield,€100k,2021,Portuguese First Division,Gil Vicente
Samuel Lino,"Dec 23, 1999 (22)",Brazil,Left Winger,€7.00m,2021,Portuguese First Division,Gil Vicente
Bilel Aouacheria,"Apr 2, 1994 (28)","France""",Left Winger,€400k,2021,Portuguese First Division,Gil Vicente
Antoine Leautey,"Apr 14, 1996 (26)",France,Right Winger,€1.00m,2021,Portuguese First Division,Gil Vicente
Murilo de Souza,"Oct 31, 1994 (27)",Brazil,Right Winger,€600k,2021,Portuguese First Division,Gil Vicente
Boubacar Hanne,"Feb 26, 1999 (23)","Portugal""",Right Winger,€250k,2021,Portuguese First Division,Gil Vicente
André Liberal,"Aug 2, 2002 (19)",Portugal,Right Winger,€100k,2021,Portuguese First Division,Gil Vicente
Fran Navarro,"Feb 3, 1998 (24)",Spain,Centre-Forward,€3.00m,2021,Portuguese First Division,Gil Vicente
Juan Calero,"Nov 5, 1998 (23)","Colombia""",Centre-Forward,€500k,2021,Portuguese First Division,Gil Vicente
Élder Santana,"Apr 7, 1993 (29)",Brazil,Centre-Forward,€300k,2021,Portuguese First Division,Gil Vicente
Marcelo dos Santos,"Jul 27, 1997 (24)",Brazil,Centre-Forward,€175k,2021,Portuguese First Division,Gil Vicente
Bruno Varela,"Nov 4, 1994 (27)",Cape Verde,Goalkeeper,€4.00m,2021,Portuguese First Division,Vitória
Matous Trmal,"Oct 2, 1998 (23)",Czech Republic,Goalkeeper,€2.00m,2021,Portuguese First Division,Vitória
Celton Biai,"Aug 13, 2000 (21)","Guinea-Bissau""",Goalkeeper,€500k,2021,Portuguese First Division,Vitória
Antal Bencze,"Jun 3, 2002 (20)",Hungary,Goalkeeper,€200k,2021,Portuguese First Division,Vitória
Mário Évora,"Jan 28, 1999 (23)",Cape Verde,Goalkeeper,-,2021,Portuguese First Division,Vitória
Toni Borevkovic,"Jun 18, 1997 (25)",Croatia,Centre-Back,€3.00m,2021,Portuguese First Division,Vitória
Abdul Mumin,"Jun 6, 1998 (24)","Ghana""",Centre-Back,€3.00m,2021,Portuguese First Division,Vitória
Jorge Fernandes,"Apr 2, 1997 (25)",Portugal,Centre-Back,€2.00m,2021,Portuguese First Division,Vitória
André Amaro,"Aug 13, 2002 (19)",Portugal,Centre-Back,€1.50m,2021,Portuguese First Division,Vitória
Ibra Bamba,"Apr 22, 2002 (20)","Italy""",Centre-Back,€500k,2021,Portuguese First Division,Vitória
Rafa Soares,"May 9, 1995 (27)",Portugal,Left-Back,€2.00m,2021,Portuguese First Division,Vitória
Hélder Sá,"Nov 10, 2002 (19)",Portugal,Left-Back,€800k,2021,Portuguese First Division,Vitória
Falaye Sacko,"May 1, 1995 (27)",Mali,Right-Back,€4.00m,2021,Portuguese First Division,Vitória
Maga,"Nov 16, 2002 (19)",Portugal,Right-Back,€2.00m,2021,Portuguese First Division,Vitória
Bruno Gaspar,"Apr 21, 1993 (29)","Angola""",Right-Back,€700k,2021,Portuguese First Division,Vitória
João Ferreira,"Mar 22, 2001 (21)",Portugal,Right-Back,€700k,2021,Portuguese First Division,Vitória
Sílvio,"Sep 28, 1987 (34)",Portugal,Right-Back,€200k,2021,Portuguese First Division,Vitória
Maga,"Apr 19, 1999 (23)",Portugal,Right-Back,-,2021,Portuguese First Division,Vitória
Tomás Händel,"Nov 27, 2000 (21)","Portugal""",Defensive Midfield,€3.00m,2021,Portuguese First Division,Vitória
Alfa Semedo,"Aug 30, 1997 (24)","Guinea-Bissau""",Defensive Midfield,€1.50m,2021,Portuguese First Division,Vitória
André Almeida,"May 30, 2000 (22)",Portugal,Central Midfield,€5.00m,2021,Portuguese First Division,Vitória
André André,"Aug 26, 1989 (32)",Portugal,Central Midfield,€2.00m,2021,Portuguese First Division,Vitória
Nicolas Janvier,"Aug 11, 1998 (23)",France,Central Midfield,€1.00m,2021,Portuguese First Division,Vitória
Gui Guedes,"Apr 17, 2002 (20)",Portugal,Central Midfield,€500k,2021,Portuguese First Division,Vitória
Dani Silva,"Apr 11, 2000 (22)",Portugal,Central Midfield,-,2021,Portuguese First Division,Vitória
Tiago Silva,"Jun 2, 1993 (29)",Portugal,Attacking Midfield,€1.50m,2021,Portuguese First Division,Vitória
Luís Esteves,"Apr 9, 1998 (24)",Portugal,Attacking Midfield,-,2021,Portuguese First Division,Vitória
Rochinha,"May 3, 1995 (27)",Portugal,Left Winger,€3.00m,2021,Portuguese First Division,Vitória
Nélson da Luz,"Feb 4, 1998 (24)",Angola,Left Winger,€300k,2021,Portuguese First Division,Vitória
Marcus Edwards,"Dec 3, 1998 (23)","England""",Right Winger,€15.00m,2021,Portuguese First Division,Vitória
Rúben Lameiras,"Dec 22, 1994 (27)","Portugal""",Right Winger,€1.50m,2021,Portuguese First Division,Vitória
Geny Catamo,"Jan 26, 2001 (21)",Mozambique,Right Winger,€800k,2021,Portuguese First Division,Vitória
Ricardo Quaresma,"Sep 26, 1983 (38)",Portugal,Right Winger,€300k,2021,Portuguese First Division,Vitória
Óscar Estupiñán,"Dec 29, 1996 (25)",Colombia,Centre-Forward,€3.50m,2021,Portuguese First Division,Vitória
Bruno Duarte,"Mar 24, 1996 (26)",Brazil,Centre-Forward,€1.50m,2021,Portuguese First Division,Vitória
Herculano Nabian,"Jan 25, 2004 (18)","Portugal""",Centre-Forward,€500k,2021,Portuguese First Division,Vitória
Iuri Tavares,"Mar 8, 2001 (21)",Cape Verde,Centre-Forward,-,2021,Portuguese First Division,Vitória
Ricardo Fernandes,"Oct 28, 1994 (27)",Portugal,Goalkeeper,€300k,2021,Portuguese First Division,Santa Clara
Marco Pereira,"Jan 12, 1987 (35)",Portugal,Goalkeeper,€200k,2021,Portuguese First Division,Santa Clara
Rodolfo Cardoso,"Oct 13, 1997 (24)",Portugal,Goalkeeper,€100k,2021,Portuguese First Division,Santa Clara
Mikel Villanueva,"Apr 14, 1993 (29)","Venezuela""",Centre-Back,€1.00m,2021,Portuguese First Division,Santa Clara
Kennedy Boateng,"Nov 29, 1996 (25)","Togo""",Centre-Back,€800k,2021,Portuguese First Division,Santa Clara
Andrei Chindris,"Jan 12, 1999 (23)",Romania,Centre-Back,€600k,2021,Portuguese First Division,Santa Clara
Cristian Tassano,"Jul 23, 1996 (25)","Uruguay""",Centre-Back,€500k,2021,Portuguese First Division,Santa Clara
João Afonso,"May 28, 1990 (32)",Portugal,Centre-Back,€300k,2021,Portuguese First Division,Santa Clara
Mansur,"Apr 17, 1993 (29)",Brazil,Left-Back,€700k,2021,Portuguese First Division,Santa Clara
Paulo Henrique,"Oct 23, 1996 (25)",Portugal,Left-Back,€400k,2021,Portuguese First Division,Santa Clara
Rafael Ramos,"Jan 9, 1995 (27)",Portugal,Right-Back,€800k,2021,Portuguese First Division,Santa Clara
Pierre Sagna,"Aug 21, 1990 (31)","Senegal""",Right-Back,€250k,2021,Portuguese First Division,Santa Clara
Nené,"Jun 10, 1995 (27)",Portugal,Defensive Midfield,€400k,2021,Portuguese First Division,Santa Clara
Júlio Romão,"Mar 29, 1998 (24)",Brazil,Defensive Midfield,€200k,2021,Portuguese First Division,Santa Clara
Hidemasa Morita,"May 10, 1995 (27)",Japan,Central Midfield,€4.00m,2021,Portuguese First Division,Santa Clara
Anderson Carvalho,"May 20, 1990 (32)","Brazil""",Central Midfield,€500k,2021,Portuguese First Division,Santa Clara
Óscar Barreto,"Apr 28, 1993 (29)",Colombia,Central Midfield,€400k,2021,Portuguese First Division,Santa Clara
Rúben Oliveira,"Dec 14, 1994 (27)",Portugal,Central Midfield,€200k,2021,Portuguese First Division,Santa Clara
Lincoln,"Nov 7, 1998 (23)",Brazil,Attacking Midfield,€5.00m,2021,Portuguese First Division,Santa Clara
Patrick,"Nov 23, 1998 (23)",Brazil,Attacking Midfield,€700k,2021,Portuguese First Division,Santa Clara
Costinha,"Aug 25, 1992 (29)",Portugal,Attacking Midfield,€450k,2021,Portuguese First Division,Santa Clara
Ricardinho,"Aug 6, 1998 (23)",Portugal,Left Winger,€1.00m,2021,Portuguese First Division,Santa Clara
Hamidou Keyta,"Dec 17, 1994 (27)","France""",Left Winger,€700k,2021,Portuguese First Division,Santa Clara
Mohammad Mohebi,"Dec 20, 1998 (23)",Iran,Left Winger,€700k,2021,Portuguese First Division,Santa Clara
Jean Patric,"May 14, 1997 (25)",Brazil,Left Winger,€400k,2021,Portuguese First Division,Santa Clara
Pipe Gómez,"Oct 11, 1999 (22)",Colombia,Left Winger,€150k,2021,Portuguese First Division,Santa Clara
Carlos Júnior,"Aug 15, 1995 (26)",Brazil,Right Winger,€5.00m,2021,Portuguese First Division,Santa Clara
Allano,"Apr 24, 1995 (27)",Brazil,Right Winger,€400k,2021,Portuguese First Division,Santa Clara
Rui Costa,"Feb 20, 1996 (26)",Portugal,Second Striker,€600k,2021,Portuguese First Division,Santa Clara
Luiz Phellype,"Sep 27, 1993 (28)",Brazil,Centre-Forward,€1.50m,2021,Portuguese First Division,Santa Clara
Kyosuke Tagawa,"Feb 11, 1999 (23)",Japan,Centre-Forward,€1.00m,2021,Portuguese First Division,Santa Clara
Cryzan,"Jul 7, 1996 (25)",Brazil,Centre-Forward,€850k,2021,Portuguese First Division,Santa Clara
Mohamed Bouldini,"Nov 27, 1995 (26)",Morocco,Centre-Forward,€500k,2021,Portuguese First Division,Santa Clara
Júnior Reis,"Jan 14, 2001 (21)","Brazil""",Goalkeeper,€3.00m,2021,Portuguese First Division,Famalicão
