,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
3044,1441,3626,"African Cup of Nations, 2021",17-01-2022,Cape Verde vs Cameroon,2022,Cameroon,CM,N Tolo,True,Lookup Required,0,,Match Date Filter Said 0,False
3045,1442,3629,"African Cup of Nations, 2021",19-01-2022,Egypt vs Sudan,2022,Sudan,SD,Abdel Raouf Yagoub,True,Lookup Required,0,,Match Date Filter Said 0,False
3046,1443,3633,"African Cup of Nations, 2021",25-01-2022,Senegal vs Cape Verde,2022,Cape Verde,CV,Pico,True,Lookup Required,0,,Match Date Filter Said 0,False
3047,1444,3634,"African Cup of Nations, 2021",15-01-2022,Nigeria vs Sudan,2022,Sudan,SD,Abdel Raouf Yagoub,True,Lookup Required,0,,Match Date Filter Said 0,False
3048,1445,3637,"African Cup of Nations, 2021",03-02-2022,Cameroon vs Egypt,2022,Cameroon,CM,N Tolo,True,Lookup Required,0,,Match Date Filter Said 0,False
3049,1446,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,Halldórsson,True,Lookup Required,0,,Match Date Filter Said 0,False
3050,1447,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,Saevarsson,True,Lookup Required,0,,Match Date Filter Said 0,False
3051,1448,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,R Sigurdsson,True,Lookup Required,0,,Match Date Filter Said 0,False
3052,1449,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,A Skulason,True,Lookup Required,0,,Match Date Filter Said 0,False
3053,1450,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,B Bjarnason,True,Lookup Required,0,,Match Date Filter Said 0,False
3054,1451,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,G Sigurdsson,True,Lookup Required,0,,Match Date Filter Said 0,False
3055,1452,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,Arnason,True,Lookup Required,0,,Match Date Filter Said 0,False
3056,1453,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,A Gunnarsson,True,Lookup Required,0,,Match Date Filter Said 0,False
3057,1454,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,Gudjohnsen,True,Lookup Required,0,,Match Date Filter Said 0,False
3058,1455,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,Gudmundsson,True,Lookup Required,0,,Match Date Filter Said 0,False
3059,1456,365,"Euros 2016, Qualifiers",28.03.15,Kazakhstan vs Iceland,2015,Kazakhstan,KZ,Sigthorsson,True,Lookup Required,0,,Match Date Filter Said 0,False
3060,1457,379,"Euros 2016, Qualifiers",10.10.15,Czech vs Turkey,2015,Czech Republic,CZ,Tomáš,True,Lookup Required,0,,Match Date Filter Said 0,False
3061,1458,386,"Euros 2016, Qualifiers",10.10.14,Cyprus vs Israel,2014,Israel,IL,II,True,Lookup Required,0,,Match Date Filter Said 0,False
3062,1459,2024,"World Cup Qualifiers, Africa, 2018",12-11-2015,Morocco vs Equatorial Guinea,2015,Equatorial Guinea,GQ,Doualla,True,Lookup Required,0,,Match Date Filter Said 0,False
3063,1460,2025,"World Cup Qualifiers, Africa, 2018",13-11-2015,Madagascar vs Senegal,2015,Madagascar,MG,F Dafé,True,Lookup Required,0,,Match Date Filter Said 0,False
3064,1461,2025,"World Cup Qualifiers, Africa, 2018",13-11-2015,Madagascar vs Senegal,2015,Madagascar,MG,C Andriamahitsinoro,True,Lookup Required,0,,Match Date Filter Said 0,False
3065,1462,2028,"World Cup Qualifiers, Africa, 2018",11-11-2015,Sudan vs Zambia,2015,Sudan,SD,N El Shighail,True,Lookup Required,0,,Match Date Filter Said 0,False
3066,1463,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
3067,1464,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,D Bissiki,True,Lookup Required,0,,Match Date Filter Said 0,False
3068,1465,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,F N'Ganga,True,Lookup Required,0,,Match Date Filter Said 0,False
3069,1466,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
3070,1467,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,S Babélé,True,Lookup Required,0,,Match Date Filter Said 0,False
3071,1468,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
3072,1469,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,F Ondama,True,Lookup Required,0,,Match Date Filter Said 0,False
3073,1470,2033,"World Cup Qualifiers, Africa, 2018",17-11-2015,Congo vs Ethiopia,2015,Congo,CG,M Nkounkou,True,Lookup Required,0,,Match Date Filter Said 0,False
3074,1471,2035,"World Cup Qualifiers, Africa, 2018",17-11-2015,Rwanda vs Libya,2015,Libya,LY,Faisal Saleh,True,Lookup Required,0,,Match Date Filter Said 0,False
3075,1472,2038,"World Cup Qualifiers, Africa, 2018",17-11-2015,Cameroon vs Niger,2015,Cameroon,CM,S M'Bia,True,Lookup Required,0,,Match Date Filter Said 0,False
3076,1473,2038,"World Cup Qualifiers, Africa, 2018",17-11-2015,Cameroon vs Niger,2015,Niger,NE,A Al Faz,True,Lookup Required,0,,Match Date Filter Said 0,False
3077,1474,2039,"World Cup Qualifiers, Africa, 2018",10-10-2015,Chad vs Sierra Leone,2015,Chad,TD,N Mbaiam,True,Lookup Required,0,,Match Date Filter Said 0,False
3078,1475,2041,"World Cup Qualifiers, Africa, 2018",13-11-2015,Mauritania vs Tunisia,2015,Mauritania,MR,M Khalil,True,Lookup Required,0,,Match Date Filter Said 0,False
3079,1476,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Togo,TG,D Dakonam,True,Lookup Required,0,,Match Date Filter Said 0,False
3080,1477,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
3081,1478,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Congo,CG,R Tsouka,True,Lookup Required,0,,Match Date Filter Said 0,False
3082,1479,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Congo,CG,V Rozan,True,Lookup Required,0,,Match Date Filter Said 0,False
3083,1480,2044,"World Cup Qualifiers, Africa, 2022",09-10-2021,Togo vs Congo,2021,Congo,CG,P Mboungou,True,Lookup Required,0,,Match Date Filter Said 0,False
3084,1481,2046,"World Cup Qualifiers, Africa, 2022",02-09-2021,Morocco vs Sudan,2021,Sudan,SD,N El Shighail,True,Lookup Required,0,,Match Date Filter Said 0,False
3085,1482,2046,"World Cup Qualifiers, Africa, 2022",02-09-2021,Morocco vs Sudan,2021,Sudan,SD,M Diaaeldin,True,Lookup Required,0,,Match Date Filter Said 0,False
3086,1483,2047,"World Cup Qualifiers, Africa, 2022",05-09-2021,Togo vs Namibia,2021,Togo,TG,D Dakonam,True,Lookup Required,0,,Match Date Filter Said 0,False
3087,1484,2049,"World Cup Qualifiers, Africa, 2022",10-09-2019,Togo vs Comoros,2019,Togo,TG,D Dakonam,True,Lookup Required,0,,Match Date Filter Said 0,False
3088,1485,2052,"World Cup Qualifiers, Africa, 2022",16-11-2021,Libya vs Angola,2021,Libya,LY,Yousuf Karah,True,Lookup Required,0,,Match Date Filter Said 0,False
3089,1486,2052,"World Cup Qualifiers, Africa, 2022",16-11-2021,Libya vs Angola,2021,Libya,LY,Anas Hamad,True,Lookup Required,0,,Match Date Filter Said 0,False
3090,1487,2053,"World Cup Qualifiers, Africa, 2022",10-10-2021,Madagascar vs Congo DR,2021,Madagascar,MG,Bapasy,True,Lookup Required,0,,Match Date Filter Said 0,False
3091,1488,2054,"World Cup Qualifiers, Africa, 2022",13-11-2021,Malawi vs Cameroon,2021,Cameroon,CM,N Tolo,True,Lookup Required,0,,Match Date Filter Said 0,False
3092,1489,2057,"World Cup Qualifiers, Africa, 2022",06-10-2021,Sudan vs Guinea,2021,Sudan,SD,M Ering,True,Lookup Required,0,,Match Date Filter Said 0,False
3093,1490,2057,"World Cup Qualifiers, Africa, 2022",06-10-2021,Sudan vs Guinea,2021,Sudan,SD,N El Shighail,True,Lookup Required,0,,Match Date Filter Said 0,False
3094,1491,2058,"World Cup Qualifiers, Africa, 2022",10-09-2019,Namibia vs Eritrea,2019,Eritrea,ER,K Solomun,True,Lookup Required,0,,Match Date Filter Said 0,False
3095,1492,2058,"World Cup Qualifiers, Africa, 2022",10-09-2019,Namibia vs Eritrea,2019,Eritrea,ER,F Tumzghi,True,Lookup Required,0,,Match Date Filter Said 0,False
3096,1493,2058,"World Cup Qualifiers, Africa, 2022",10-09-2019,Namibia vs Eritrea,2019,Eritrea,ER,A Teklezgi,True,Lookup Required,0,,Match Date Filter Said 0,False
3097,1494,2058,"World Cup Qualifiers, Africa, 2022",10-09-2019,Namibia vs Eritrea,2019,Eritrea,ER,G Eyob,True,Lookup Required,0,,Match Date Filter Said 0,False
3098,1495,2058,"World Cup Qualifiers, Africa, 2022",10-09-2019,Namibia vs Eritrea,2019,Eritrea,ER,Y Selomon,True,Lookup Required,0,,Match Date Filter Said 0,False
3099,1496,2058,"World Cup Qualifiers, Africa, 2022",10-09-2019,Namibia vs Eritrea,2019,Eritrea,ER,M Saeid,True,Lookup Required,0,,Match Date Filter Said 0,False
3100,1497,2058,"World Cup Qualifiers, Africa, 2022",10-09-2019,Namibia vs Eritrea,2019,Eritrea,ER,A Sulieman,True,Lookup Required,0,,Match Date Filter Said 0,False
3101,1498,2060,"World Cup Qualifiers, Africa, 2022",08-10-2021,Algeria vs Niger,2021,Niger,NE,Nasser Garba,True,Lookup Required,0,,Match Date Filter Said 0,False
3102,1499,2060,"World Cup Qualifiers, Africa, 2022",08-10-2021,Algeria vs Niger,2021,Niger,NE,A Al Faz,True,Lookup Required,0,,Match Date Filter Said 0,False
3103,1500,2061,"World Cup Qualifiers, Africa, 2022",06-09-2021,Djibouti vs Niger,2021,Djibouti,DJ,Y Siad Isman,True,Lookup Required,0,,Match Date Filter Said 0,False
3104,1501,2061,"World Cup Qualifiers, Africa, 2022",06-09-2021,Djibouti vs Niger,2021,Niger,NE,A Al Faz,True,Lookup Required,0,,Match Date Filter Said 0,False
3105,1502,2063,"World Cup Qualifiers, Africa, 2022",10-09-2019,Angola vs Gambia,2019,Angola,AO,Toni Cabaça,True,Lookup Required,0,,Match Date Filter Said 0,False
3106,1503,2065,"World Cup Qualifiers, Africa, 2022",16-11-2021,Nigeria vs Cape Verde,2021,Cape Verde,CV,Pico,True,Lookup Required,0,,Match Date Filter Said 0,False
3107,1504,2066,"World Cup Qualifiers, Africa, 2022",12-11-2021,Djibouti vs Algeria,2021,Djibouti,DJ,Y Siad Isman,True,Lookup Required,0,,Match Date Filter Said 0,False
3108,1505,2067,"World Cup Qualifiers, Africa, 2022",11-11-2021,Tanzania vs Congo DR,2021,Congo DR,DR,N Idumba,True,Lookup Required,0,,Match Date Filter Said 0,False
3109,1506,2069,"World Cup Qualifiers, Africa, 2022",05-09-2019,Chad vs Sudan,2019,Sudan,SD,N El Shighail,True,Lookup Required,0,,Match Date Filter Said 0,False
3110,1507,2072,"World Cup Qualifiers, Africa, 2022",14-11-2021,Madagascar vs Tanzania,2021,Madagascar,MG,Bapasy,True,Lookup Required,0,,Match Date Filter Said 0,False
3111,1508,3334,"World Cup Qualifiers, Europe, 2022",12-11-2021,Denmark vs Faroe Islands,2021,Faroe Islands,FO,O Færø,True,Lookup Required,0,,Match Date Filter Said 0,False
3112,1509,3344,"World Cup Qualifiers, Europe, 2022",12-10-2021,Faroe Islands vs Scotland,2021,Faroe Islands,FO,O Færø,True,Lookup Required,0,,Match Date Filter Said 0,False
3113,1510,3473,"African Cup of Nations, 2015",31-01-2015,Tunisia vs Equatorial Guinea,2015,Equatorial Guinea,GQ,Doualla,True,Lookup Required,0,,Match Date Filter Said 0,False
3114,1511,3474,"African Cup of Nations, 2015",04-02-2015,Congo DR vs Cote d'Ivoire,2015,Congo DR,DR,J Kasusula,True,Lookup Required,0,,Match Date Filter Said 0,False
3115,1512,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
3116,1513,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
3117,1514,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,S Babélé,True,Lookup Required,0,,Match Date Filter Said 0,False
3118,1515,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,B Moubhio,True,Lookup Required,0,,Match Date Filter Said 0,False
3119,1516,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,D Bissiki,True,Lookup Required,0,,Match Date Filter Said 0,False
3120,1517,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
3121,1518,3476,"African Cup of Nations, 2015",21-01-2015,Gabon vs Congo,2015,Congo,CG,C Gandzé,True,Lookup Required,0,,Match Date Filter Said 0,False
3122,1519,3477,"African Cup of Nations, 2015",07-02-2015,Congo DR vs Equatorial Guinea,2015,Congo DR,DR,J Kasusula,True,Lookup Required,0,,Match Date Filter Said 0,False
3123,1520,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,C Mafoumbi,True,Lookup Required,0,,Match Date Filter Said 0,False
3124,1521,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,M Baudry,True,Lookup Required,0,,Match Date Filter Said 0,False
3125,1522,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,F N'Ganga,True,Lookup Required,0,,Match Date Filter Said 0,False
3126,1523,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,S Babélé,True,Lookup Required,0,,Match Date Filter Said 0,False
3127,1524,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,D Bissiki,True,Lookup Required,0,,Match Date Filter Said 0,False
3128,1525,3478,"African Cup of Nations, 2015",25-01-2015,Congo vs Burkina Faso,2015,Congo,CG,D NDinga,True,Lookup Required,0,,Match Date Filter Said 0,False
3129,1526,3479,"African Cup of Nations, 2015",28-01-2015,Cameroon vs Cote d'Ivoire,2015,Cameroon,CM,S M'Bia,True,Lookup Required,0,,Match Date Filter Said 0,False
3130,1527,3481,"African Cup of Nations, 2015",21-01-2015,Equatorial Guinea vs Burkina Faso,2015,Equatorial Guinea,GQ,Doualla,True,Lookup Required,0,,Match Date Filter Said 0,False
3131,1528,3483,"African Cup of Nations, 2015",05-02-2015,Ghana vs Equatorial Guinea,2015,Equatorial Guinea,GQ,Doualla,True,Lookup Required,0,,Match Date Filter Said 0,False
3132,1529,1048,"Euros 2024, Qualifiers",25.03.23,Belarus vs Switzerland,2023,Belarus,BY,Y Kavalyow,True,Lookup Required,0,,Match Date Filter Said 0,False
3133,1530,1048,"Euros 2024, Qualifiers",25.03.23,Belarus vs Switzerland,2023,Belarus,BY,Hvaschinski,True,Lookup Required,0,,Match Date Filter Said 0,False
3134,1531,1051,"Euros 2024, Qualifiers",28.03.23,Romania vs Belarus,2023,Belarus,BY,Y Kavalyow,True,Lookup Required,0,,Match Date Filter Said 0,False
3135,1532,1051,"Euros 2024, Qualifiers",28.03.23,Romania vs Belarus,2023,Belarus,BY,Hvaschinski,True,Lookup Required,0,,Match Date Filter Said 0,False
3136,1533,1054,"Euros 2024, Qualifiers",16.06.23,Belarus vs Israel,2023,Belarus,BY,Y Kavalyow,True,Lookup Required,0,,Match Date Filter Said 0,False
3137,1534,3392,"World Cup Qualifiers, Europe, 2022",04-09-2021,Faroe Islands vs Denmark,2021,Faroe Islands,FO,O Færø,True,Lookup Required,0,,Match Date Filter Said 0,False
3138,1535,3422,"World Cup Qualifiers, Europe, 2022",09-10-2021,Faroe Islands vs Austria,2021,Faroe Islands,FO,O Færø,True,Lookup Required,0,,Match Date Filter Said 0,False
3139,1536,3424,"World Cup Qualifiers, Europe, 2022",01-09-2021,Faroe Islands vs Israel,2021,Faroe Islands,FO,O Færø,True,Lookup Required,0,,Match Date Filter Said 0,False
3140,1537,3128,"World Cup Qualifiers, Europe, 2018",10-10-2017,Hungary vs Faroe Islands,2017,Faroe Islands,FO,O Færø,True,Lookup Required,0,,Match Date Filter Said 0,False
3141,1538,1623,Nations League 2020-2021,18.11.20,Serbia vs Russia,2020,Russia,RU,Yerokhin,True,Lookup Required,0,,Match Date Filter Said 0,False
3142,1539,1648,Nations League 2020-2021,17.11.20,Montenegro vs Cyprus,2020,Cyprus,CY,Shelis,True,Lookup Required,0,,Match Date Filter Said 0,False
3143,1540,1653,Nations League 2020-2021,11.10.20,Armenia vs Georgia,2020,Georgia,GE,Gviliya,True,Lookup Required,0,,Match Date Filter Said 0,False
3144,1541,1656,Nations League 2020-2021,14.10.20,North Macedonia vs Georgia,2020,Georgia,GE,Gviliya,True,Lookup Required,0,,Match Date Filter Said 0,False
3145,1542,1658,Nations League 2020-2021,15.11.20,Georgia vs Armenia,2020,Georgia,GE,Gviliya,True,Lookup Required,0,,Match Date Filter Said 0,False
3146,1543,2782,"World Cup Qualifiers, Europe, 2014",10-09-2013,Faroe Islands vs Germany,2013,Faroe Islands,FO,S Olsen,True,Lookup Required,0,,Match Date Filter Said 0,False
3147,1544,2783,"World Cup Qualifiers, Europe, 2014",26-03-2013,Serbia vs Scotland,2013,Scotland,SC,G Caldwell,True,Lookup Required,0,,Match Date Filter Said 0,False
3148,1545,2786,"World Cup Qualifiers, Europe, 2014",07-06-2013,Portugal vs Russia,2013,Russia,RU,A Anyukov,True,Lookup Required,0,,Match Date Filter Said 0,False
3149,1546,2786,"World Cup Qualifiers, Europe, 2014",07-06-2013,Portugal vs Russia,2013,Russia,RU,V Bystrov,True,Lookup Required,0,,Match Date Filter Said 0,False
3150,1547,2787,"World Cup Qualifiers, Europe, 2014",15-10-2013,Faroe Islands vs Austria,2013,Faroe Islands,FO,S Olsen,True,Lookup Required,0,,Match Date Filter Said 0,False
3151,1548,2795,"World Cup Qualifiers, Europe, 2014",14-08-2013,Northern Ireland vs Russia,2013,Russia,RU,A Anyukov,True,Lookup Required,0,,Match Date Filter Said 0,False
3152,1549,2795,"World Cup Qualifiers, Europe, 2014",14-08-2013,Northern Ireland vs Russia,2013,Russia,RU,V Bystrov,True,Lookup Required,0,,Match Date Filter Said 0,False
3153,1550,2796,"World Cup Qualifiers, Europe, 2014",07-06-2013,Republic of Ireland vs Faroe Islands,2013,Faroe Islands,FO,S Samuelsen,True,Lookup Required,0,,Match Date Filter Said 0,False
3154,1551,2796,"World Cup Qualifiers, Europe, 2014",07-06-2013,Republic of Ireland vs Faroe Islands,2013,Faroe Islands,FO,S Olsen,True,Lookup Required,0,,Match Date Filter Said 0,False
3155,1552,2804,"World Cup Qualifiers, Europe, 2014",22-03-2013,Sweden vs Republic of Ireland,2013,Sweden,SE,B Safari,True,Lookup Required,0,,Match Date Filter Said 0,False
3156,1553,2805,"World Cup Qualifiers, Europe, 2014",07-06-2013,Latvia vs Bosnia-Herzegovina-Herzegovina,2013,Latvia,LV,P Mihadjuks,True,Lookup Required,0,,Match Date Filter Said 0,False
3157,1554,2805,"World Cup Qualifiers, Europe, 2014",07-06-2013,Latvia vs Bosnia-Herzegovina-Herzegovina,2013,Latvia,LV,O Kļava,True,Lookup Required,0,,Match Date Filter Said 0,False
3158,1555,2806,"World Cup Qualifiers, Europe, 2014",23-03-2013,Cyprus vs Switzerland,2013,Cyprus,CY,A Solomou,True,Lookup Required,0,,Match Date Filter Said 0,False
3159,1556,2808,"World Cup Qualifiers, Europe, 2014",22-03-2013,Liechtenstein vs Latvia,2013,Latvia,LV,O Kļava,True,Lookup Required,0,,Match Date Filter Said 0,False
3160,1557,2816,"World Cup Qualifiers, Europe, 2014",15-10-2013,Romania vs Estonia,2013,Romania,RO,G Bucur,True,Lookup Required,0,,Match Date Filter Said 0,False
3161,1558,2818,"World Cup Qualifiers, Europe, 2014",06-09-2013,Kazakhstan vs Faroe Islands,2013,Faroe Islands,FO,S Olsen,True,Lookup Required,0,,Match Date Filter Said 0,False
3162,1559,2825,"World Cup Qualifiers, Europe, 2014",22-03-2013,Slovakia vs Lithuania,2013,Lithuania,LT,Karčemarskas,True,Lookup Required,0,,Match Date Filter Said 0,False
3163,1560,2825,"World Cup Qualifiers, Europe, 2014",22-03-2013,Slovakia vs Lithuania,2013,Lithuania,LT,D emberas,True,Lookup Required,0,,Match Date Filter Said 0,False
3164,1561,2826,"World Cup Qualifiers, Europe, 2014",15-10-2013,Hungary vs Andorra,2013,Hungary,HU,S Devecseri,True,Lookup Required,0,,Match Date Filter Said 0,False
3165,1562,2827,"World Cup Qualifiers, Europe, 2014",26-03-2013,Denmark vs Bulgaria,2013,Denmark,DK,N Stokholm,True,Lookup Required,0,,Match Date Filter Said 0,False
3224,1621,742,"Euros 2020, Qualifiers",08.09.19,Spain vs Faroe Islands,2019,Spain,ES,T Alcantara,True,Lookup Required,0,,Match Date Filter Said 0,False
3225,1622,747,"Euros 2020, Qualifiers",15.10.19,Sweden vs Spain,2019,Spain,ES,T Alcantara,True,Lookup Required,0,,Match Date Filter Said 0,False
3226,1623,751,"Euros 2020, Qualifiers",15.11.19,Spain vs Malta,2019,Spain,ES,T Alcantara,True,Lookup Required,0,,Match Date Filter Said 0,False
3227,1624,1771,Nations League 2022-2023,06.06.22,Iceland vs Albania,2022,Albania,AL,T Sulejmanov,True,Lookup Required,0,,Match Date Filter Said 0,False
